
categorize,Kategória:arab tárgyas igék,LinguisticMystic,1705077882,0,0
edit,Q7381079,Twofivesixbot,1705077885,20626,20202
edit,Q76624588,Cewbot,1705077885,38373,38806
edit,Q77643488,Emijrpbot,1705077885,25235,27100
edit,Peter Billingsley,Hasaw öztürk,1705077884,1671,1716
edit,Anexo:Estadios de fútbol de Argentina,Setincho,1705077885,22685,22686
log,Usuario:103.156.138.95,BlockBot-es,1705077885,0,0
new,Foydalanuvchi munozarasi:Azamat Ishmuratov arab,ProgrammerBot,1705077885,0,137
edit,Q93430252,KrBot,1705077885,9245,9242
edit,File:CADAL01041072 學海類編·第一百�??六冊.djvu,SchlurcherBot,1705077885,955,3847
edit,Q116352164,Dcirovicbot,1705077885,8404,8509
edit,File:Louisiana National Guard (50272423431).jpg,PMG,1705077885,5305,5737
edit,Q116321504,Dcirovicbot,1705077885,8411,8498
edit,ostarjeti,Jouluntähti,1705077885,337,337
edit,Q69370438,Moosebird,1705077885,16397,16825
edit,File:Dülmen, Ostring -- 2016 -- 4040.jpg,XRayBot,1705077884,23879,23875
edit,Q77736288,Emijrpbot,1705077885,11536,12597
edit,Q123094884,Dcirovicbot,1705077886,8496,8574
edit,Q93430254,KrBot,1705077886,9804,9801
edit,2031,92.76.99.212,1705077886,2473,2546
edit,Category talk:Olympic table tennis players for the Soviet Union,BattyBot,1705077885,243,227
edit,Discussion:Château du Plessis (Argentré-du-Plessis),Arcyon37,1705077886,61,66
edit,Commons:Deletion requests/File:Signature of Philip Burton Moon.svg,A1Cafel,1705077885,522,552
edit,Q70662699,Cewbot,1705077886,26143,24309
log,Usuario:202.78.235.219,BlockBot-es,1705077886,0,0
edit,Talk:Battle of Sirhind (1555),PrimeBOT,1705077885,140,155
edit,Q77637649,Emijrpbot,1705077886,17497,18610
edit,Q7381082,Twofivesixbot,1705077886,21691,21267
edit,File:CADAL01041073 學海類編·第一百�??七冊.djvu,SchlurcherBot,1705077886,955,3847
edit,Q3596809,LiMrBot,1705077886,43744,45942
edit,Pampita,181.168.181.43,1705077885,32932,33061
new,Шаблон:Картка/прапор та герб/документаці�?,GagogaSus,1705077886,0,269
categorize,Catégorie:Article du projet Monuments historiques d'importance faible,Arcyon37,1705077886,0,0
categorize,Catégorie:Article du projet Monuments historiques d'importance inconnue,Arcyon37,1705077886,0,0
edit,Q93430257,KrBot,1705077886,14406,14403
edit,Stafford Rangers F.C.,Bushakke,1705077886,25964,25839
edit,Benutzer Diskussion:Kubilai74,Kurator71,1705077886,1598,1897
categorize,Kategori:Young Artist Ödülü sahipleri,Hasaw öztürk,1705077884,0,0
edit,Q124257621,A. Wagner,1705077886,792,1229
categorize,Категорі�?:Сторінки документації шаблонів,GagogaSus,1705077886,0,0
edit,Q76624593,Cewbot,1705077887,21194,21546
edit,Gran Hermano Dúo,PlusTelevisión,1705077887,34471,34469
edit,Ato Muhammaddschonow,Invisigoth67,1705077886,3107,3112
edit,Victorias,158.62.54.169,1705077887,18057,18080
log,Usuario:190.72.192.186,BlockBot-es,1705077887,0,0
edit,Q77645360,Emijrpbot,1705077887,21405,23343
edit,Salvita Decorte,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,6237,6259
categorize,Catégorie:Décès à Moscou,147.161.232.115,1705077884,0,0
edit,List of ice cream brands,Lard Almighty,1705077887,10737,10316
edit,Q93430264,KrBot,1705077887,23941,23938
edit,Q124251767,Solidest,1705077886,9596,161
edit,Discussion utilisateur:NaggoBot/CommonsDR,NaggoBot,1705077880,220681,221106
new,Wikipedia:Poczekalnia/artykuły/2024:01:12:KB.pl,Ciacho5,1705077887,0,187
edit,Q76624588,Cewbot,1705077887,38806,40224
edit,Q738115,Twofivesixbot,1705077887,24470,24046
edit,Q117429496,Solidest,1705077886,10160,14216
edit,File:Gravigny-Balizy T12 2024 08.jpg,Idris2000,1705077887,2829,3243
edit,File:CADAL01041074 學海類編·第一百�??八冊.djvu,SchlurcherBot,1705077887,955,3846
edit,Q77737238,Emijrpbot,1705077888,16800,17861
edit,Q41798637,DifoolBot,1705077887,14788,16174
edit,Q124251767,Solidest,1705077886,161,70
edit,Everest (2015),Arabsalam,1705077885,62274,62193
edit,Q93430267,KrBot,1705077888,7781,7778
edit,Pampita,SeroBOT,1705077887,33061,32932
new,Predloga:GB18030/main,Pinky sl,1705077888,0,4052
edit,Q391007,Safirochka,1705077887,51293,52398
log,Usuario:186.14.203.139,BlockBot-es,1705077888,0,0
new,Salbia ecphaea,FrankB157,1705077887,0,974
categorize,Category:Undelete in 2065,A1Cafel,1705077885,0,0
edit,Bass (voice type),2405:4802:D751:5D80:883F:29E9:A3A7:4A5A,1705077888,13981,13981
edit,Q116321504,Dcirovicbot,1705077888,8498,8578
edit,Q77642939,Emijrpbot,1705077888,26950,28914
edit,Q76624593,Cewbot,1705077888,21546,21823
log,File:Haakondibbkingnorvege1212.jpg,Yann,1705077886,0,0
categorize,Category:Unassessed Asia articles,PrimeBOT,1705077885,0,0
categorize,Category:Unknown-importance Asia articles,PrimeBOT,1705077885,0,0
edit,List of fatal dog attacks in the United Kingdom,Uhai,1705077887,78590,80931
categorize,Category:WikiProject Asia articles,PrimeBOT,1705077885,0,0
edit,Q7382385,Twofivesixbot,1705077888,12842,12418
edit,Q93430271,KrBot,1705077888,13098,13095
categorize,Kategori:Artikel biografi Januari 2024,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
edit,Club Deportivo Universidad de Concepción (baloncesto),Rancaguacl,1705077888,14871,14894
edit,Q391007,Safirochka,1705077888,52398,53503
edit,User talk:2600:1700:A940:80F0:996C:805D:F748:828D,VulpesBot,1705077888,37,19
categorize,Kategori:Semua artikel rintisan Januari 2024,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
categorize,Categorie:Wikipedia:Diersoorten,FrankB157,1705077887,0,0
edit,Q46710518,Dcirovicbot,1705077888,25843,25944
categorize,Categorie:Diersoort beschreven in 1912,FrankB157,1705077887,0,0
categorize,Kategori:Rintisan biografi Indonesia Januari 2024,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
edit,Q3596809,LiMrBot,1705077888,45942,48191
categorize,Kategori:Artikel biografi Oktober 2023,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
categorize,Categorie:Wikipedia:Dierenlemma zonder afbeelding,FrankB157,1705077887,0,0
categorize,Kategori:Semua artikel rintisan Oktober 2023,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
categorize,Kategori:Rintisan biografi Indonesia Oktober 2023,2001:448A:2003:5A15:94F:C06B:AD8B:F8A1,1705077886,0,0
edit,Parliament of Poland,88.156.208.88,1705077889,15612,15550
categorize,Categorie:Salbia,FrankB157,1705077887,0,0
categorize,Categorie:Dier uit het Neotropisch gebied,FrankB157,1705077887,0,0
new,Категори�?:Спи�?ки до�?топримечательно�?тей Португалии,Tigranika,1705077889,0,276
edit,File:CADAL01041075 學海類編·第一百�??�?冊.djvu,SchlurcherBot,1705077888,955,3846
edit,List of Disney theatrical animated feature films,DoctorHver,1705077889,141171,139157
log,File:Highbrook - geograph.org.uk - 6118446.jpg,GeographBot,1705077888,0,0
edit,Talk:2007 Portuguese abortion referendum,Cewbot,1705077888,3879,3870
edit,Q116350721,Dcirovicbot,1705077889,8181,8271
edit,Q64841315,Danil Satria,1705077889,8190,8568
edit,우리�? 겨루기,219.254.165.141,1705077889,19692,19693
edit,Q11607290,BrunoBoehmler,1705077888,81816,81812
edit,Q64870952,Danil Satria,1705077889,8158,8536
log,Usuario:156.193.74.32,BlockBot-es,1705077889,0,0
edit,Q77650298,Emijrpbot,1705077889,27013,28951
edit,Kieffer Bellows,Losipov,1705077889,13527,13531
edit,Michael Ironside,N.A. , Freibierfan,1705077889,1831,1839
edit,Talk:Narinder Kumar Mehra,PrimeBOT,1705077888,1947,1963
new,Foydalanuvchi munozarasi:Azamat Istamov,ProgrammerBot,1705077889,0,137
categorize,Category:Static IP addresses used by Wikipedia users,VulpesBot,1705077888,0,0
edit,Q76624593,Cewbot,1705077889,21823,23241
edit,Q93430274,KrBot,1705077889,20770,20767
log,Mädchengymnasium,Georg Hügler,1705077890,0,0
edit,Christliche Jahreszählung,Martin Bahmann,1705077889,22364,22377
edit,Q7382674,Twofivesixbot,1705077889,18266,17842
edit,Q64870952,Danil Satria,1705077889,8536,9613
edit,رودسر,P s g62,1705077889,15189,15190
edit,Википеди�?:К удалению/4 �?нвар�? 2024,Vulpo,1705077888,46981,47591
edit,Category:Christianity in Eichstätt,Der Bauernseufzer,1705077889,109,227
edit,Q96904710,Einar Myre,1705077889,1209,221
edit,Q77738691,Emijrpbot,1705077890,12401,13462
edit,Utilisateur:Pottier2023/Brouillon,Pottier2023,1705077889,67581,67578
edit,File:CADAL01041076 學海類編·第一百二�??冊.djvu,SchlurcherBot,1705077889,955,3846
edit,Andreas Toba,Avilena,1705077888,2445,1621
edit,Q49303983,Einar Myre,1705077889,4115,4257
categorize,Категори�?:До�?топримечательно�?ти Португалии,Tigranika,1705077889,0,0
categorize,Категори�?:Спи�?ки:Португали�?,Tigranika,1705077889,0,0
categorize,Kategoria:Dyskusje nad usunięciem artykułów,Ciacho5,1705077887,0,0
categorize,Категори�?:Спи�?ки до�?топримечательно�?тей по �?транам,Tigranika,1705077889,0,0
edit,Q96904710,Einar Myre,1705077890,221,159
log,Usuario:156.215.11.141,BlockBot-es,1705077890,0,0
edit,Rhithrodytes,Plantdrew,1705077890,991,996
edit,Q93430277,KrBot,1705077890,10073,10070
edit,Q76624593,Cewbot,1705077890,23241,23667
new,Translations:Global blocks/FAQ/8/uk,�?та,1705077890,0,388
categorize,Category:Media lacking author information,GeographBot,1705077888,0,0
edit,Carla Fendi,Roby A Roberto,1705077890,4099,4380
categorize,Category:Media lacking a description,GeographBot,1705077888,0,0
edit,Benutzer:Kreuz Elf/Bromiodpyridine,NadirSH,1705077890,5588,5589
edit,Liste des régions naturelles de France,Vulpachjinu,1705077890,35653,35862
categorize,Category:Images without source,GeographBot,1705077888,0,0
edit,Q77644326,Emijrpbot,1705077890,26962,28926
log,September 2,94.195.100.89,1705077891,0,0
categorize,Category:Creative Commons Attribution-Share Alike missing SDC copyright status,GeographBot,1705077888,0,0
edit,Q96904710,Einar Myre,1705077890,159,66
categorize,Category:CC-BY-SA-2.0,GeographBot,1705077888,0,0
categorize,Category:Creative Commons Attribution-Share Alike 2.0 missing SDC copyright license,GeographBot,1705077888,0,0
edit,�?ワイ諸島,Bcxfubot,1705077890,16351,16394
categorize,Category:Images from Geograph Britain and Ireland,GeographBot,1705077888,0,0
categorize,Category:Start-Class Elections and Referendums articles,Cewbot,1705077888,0,0
categorize,Category:Articles with conflicting quality ratings,Cewbot,1705077888,0,0
edit,Q3596809,LiMrBot,1705077891,48191,47517
categorize,Category:Start-Class law articles,Cewbot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland with broken templates,GeographBot,1705077888,0,0
log,نبيل,�?اطمة الزهراء,1705077891,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC creator,GeographBot,1705077888,0,0
edit,Q7382697,Twofivesixbot,1705077890,13566,13142
categorize,Category:Unassessed Elections and Referendums articles,Cewbot,1705077888,0,0
edit,Category:Temperate Broadleaf & Mixed Forests Biome (One Earth),Z3lvs,1705077890,273,56
categorize,Category:Images from Geograph Britain and Ireland missing SDC copyright status,GeographBot,1705077888,0,0
categorize,Category:Unassessed law articles,Cewbot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC copyright license,GeographBot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC inception,GeographBot,1705077888,0,0
edit,Q76624593,Cewbot,1705077891,23667,25085
categorize,Category:Christianity in Bavaria by municipality,Der Bauernseufzer,1705077889,0,0
edit,Q93430280,KrBot,1705077891,10902,10899
categorize,Category:Christianity in Germany by city,Der Bauernseufzer,1705077889,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC source of file,GeographBot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC coordinates of the point of view,GeographBot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC coordinates of depicted place,GeographBot,1705077888,0,0
edit,Wikidata:WikiProject India/Dams,Gnoeee,1705077889,59073,59073
log,Utente:Rob41702,Rob41702,1705077890,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC MIME type,GeographBot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC depicts,GeographBot,1705077888,0,0
categorize,Category:Images from Geograph Britain and Ireland missing SDC location of creation,GeographBot,1705077888,0,0
categorize,Category:West Hoathly,GeographBot,1705077888,0,0
edit,File:CADAL01041077 紀錄彙編.djvu,SchlurcherBot,1705077891,1417,3825
categorize,Category:Files with no machine-readable author,GeographBot,1705077888,0,0
edit,User:Lambadamiss,Lambadamiss,1705077891,4544,4557
categorize,Category:Unassessed Asia articles,PrimeBOT,1705077888,0,0
categorize,Category:Files with no machine-readable source,GeographBot,1705077888,0,0
categorize,Category:Unknown-importance Asia articles,PrimeBOT,1705077888,0,0
categorize,Category:Allegheny Highlands Forests Ecoregion,Z3lvs,1705077890,0,0
categorize,Category:WikiProject Asia articles,PrimeBOT,1705077888,0,0
categorize,Category:Appalachian-Blue Ridge forests Ecoregion,Z3lvs,1705077890,0,0
categorize,Category:Appalachian Mixed Mesophytic Forests Ecoregion,Z3lvs,1705077890,0,0
categorize,Category:Appalachian Piedmont Forests Ecoregion,Z3lvs,1705077890,0,0
log,Usuario:102.212.188.200,BlockBot-es,1705077891,0,0
edit,KB.pl,Ciacho5,1705077891,2496,2540
new,Foydalanuvchi munozarasi:Azamat Jamieson,ProgrammerBot,1705077891,0,137
log,File:HERNAN CADAVID.jpg,Yann,1705077889,0,0
edit,Talk:Paula Vennells,Ghmyrtle,1705077890,76789,77288
edit,Q77652223,Emijrpbot,1705077891,29994,30977
edit,Discussioni utente:Andre007chopin,Superspritz,1705077891,6537,6900
log,Draft:List of Canonized Russian Princes and Princesses,Liz,1705077891,0,0
edit,Q93430283,KrBot,1705077891,20049,20046
log,Draft:Ernestine von Pfeffel,Liz,1705077891,0,0
edit,Q116321506,Dcirovicbot,1705077891,8439,8529
edit,Q76624593,Cewbot,1705077891,25085,25500
categorize,Category:Articles with short description,Uhai,1705077887,0,0
edit,നിക�?കോൾ ഫാരിയ,Cinema updater,1705077891,8392,8398
edit,Q46710526,Dcirovicbot,1705077891,25805,25908
categorize,Category:Short description is different from Wikidata,Uhai,1705077887,0,0
log,User:Paul-Pierre Valli/sandbox,Liz,1705077891,0,0
log,Draft:Shazam (film series),Liz,1705077891,0,0
categorize,Category:Use dmy dates from May 2021,Uhai,1705077887,0,0
edit,Emmanuel Ndubisi Maduagwu,Muhammad Idriss Criteria,1705077891,3239,3251
categorize,Category:Use British English from December 2019,Uhai,1705077887,0,0
edit,Q7382698,Twofivesixbot,1705077892,22018,21594
edit,Hanespenn,Sauer202,1705077892,1455,1567
edit,Mazi Melesa Pilip,Marquardtika,1705077891,29687,29649
log,User:Sk injamamul haque/sandbox,Liz,1705077891,0,0
edit,Q116350721,Dcirovicbot,1705077892,8271,8349
log,Draft:Mohammed Tanveeruddin,Liz,1705077891,0,0
edit,Asa bacteriológica,79.117.105.90,1705077892,1137,1138
edit,Q77739589,Emijrpbot,1705077892,16724,17785
edit,Talk:Mayiladuthurai–Coimbatore Jan Shatabdi Express,PrimeBOT,1705077891,660,677
new,K (biografi),Bensin,1705077891,0,3275
edit,lampe,Waltor,1705077892,11563,11606
edit,Oguzhan Sivrikaya,MacOrcas,1705077892,3306,3313
log,Draft:Chawala's Chicken,Liz,1705077891,0,0
edit,Q65048167,Wiz Qyurei,1705077892,14976,15087
edit,Q76624593,Cewbot,1705077892,25500,26918
edit,Q159818,Zubryckiy,1705077892,45437,45535
edit,Flannels (warenhuis),Hb-nl001,1705077892,2195,2313
edit,File:CADAL01041078 紀錄彙編.djvu,SchlurcherBot,1705077892,1417,3826
log,Draft talk:Super Dylan,Liz,1705077892,0,0
log,Draft:Hy-Tek Intralogistics,Liz,1705077891,0,0
log,Draft talk:Shazam (film series),Liz,1705077892,0,0
log,Usuario:103.253.46.54,BlockBot-es,1705077892,0,0
log,Draft:Super Dylan,Liz,1705077891,0,0
edit,Global blocks/FAQ/uk,�?та,1705077891,7279,7432
edit,Q93430286,KrBot,1705077892,15837,15834
edit,Q70662699,Cewbot,1705077892,24309,22283
log,Draft:Destiny Navaira,Liz,1705077891,0,0
log,Draft talk:Chawala's Chicken,Liz,1705077892,0,0
edit,Commons:Deletion requests/File:Signature of Prince Charles.png,A1Cafel,1705077892,463,466
edit,고빈다굽타,Kirschtaria,1705077891,9114,9114
log,Draft talk:Destiny Navaira,Liz,1705077892,0,0
edit,Q77646253,Emijrpbot,1705077892,25181,27145
edit,Wikipedia:Categories for discussion/Log/2024 January 4,HouseBlaster,1705077890,124529,125838
new,Kategoria:2022an sortutako enpresak,404 akatsa,1705077892,0,132
categorize,Kategori:Biografier,Bensin,1705077891,0,0
log,Draft talk:Hy-Tek Intralogistics,Liz,1705077892,0,0
edit,Q3596809,LiMrBot,1705077892,47517,46994
edit,キリル文字 (Unicode�?�ブロック),ルーミン,1705077892,52536,52536
edit,Strength of Stones,MarcGarver,1705077892,1830,1894
edit,Q7382699,Twofivesixbot,1705077893,19472,19048
log,File:NDL2240210 豫算超�?��?�豫算外支出事後承諾案調査書 自第1議會至第35議會.pdf,Wmr-bot,1705077892,0,0
log,Women's World Championship (WWE),95.91.220.63,1705077893,0,0
edit,Q55037508,Cewbot,1705077893,20733,21048
edit,Q93430289,KrBot,1705077893,11839,11836
categorize,Kategorie:Pyridin,NadirSH,1705077890,0,0
edit,File:CADAL01041079 紀錄彙編.djvu,SchlurcherBot,1705077893,1417,3826
log,Usuario:181.34.13.48,BlockBot-es,1705077893,0,0
new,Foydalanuvchi munozarasi:Azamat Khabibullayev,ProgrammerBot,1705077893,0,137
edit,Steven Reinprecht,Invisigoth67,1705077893,15066,15071
categorize,Kategoria:Commonskat txantiloiaren mantenimendu bilaketak,404 akatsa,1705077892,0,0
categorize,Kategoria:2020ko hamarkadan sortutako enpresak,404 akatsa,1705077892,0,0
categorize,Kategoria:2022,404 akatsa,1705077892,0,0
categorize,Kategoria:Enpresak sortze urtearen arabera,404 akatsa,1705077892,0,0
categorize,Category:Signature-related deletion requests/deleted,A1Cafel,1705077892,0,0
edit,Q77656106,Emijrpbot,1705077893,26148,27144
edit,Q55037508,Cewbot,1705077893,21048,21047
categorize,Category:Signature-related deletion requests/pending,A1Cafel,1705077892,0,0
categorize,Category:Unassessed Asia articles,PrimeBOT,1705077891,0,0
edit,Q1930705,Charp238,1705077893,62240,62318
edit,Ōkami Kodomo no Ame to Yuki,95.127.151.75,1705077893,11355,11351
categorize,Category:Unknown-importance Asia articles,PrimeBOT,1705077891,0,0
categorize,Category:WikiProject Asia articles,PrimeBOT,1705077891,0,0
categorize,Category:Books without Wikidata item,Wmr-bot,1705077892,0,0
edit,Q93430292,KrBot,1705077894,11419,11416
edit,صار�?:Yethrosh/minerva.js,Yethrosh,1705077894,3555,3486
edit,Talk:Richard Starkie,Cewbot,1705077893,581,597
categorize,Category:PD-Japan,Wmr-bot,1705077892,0,0
edit,Q7382700,Twofivesixbot,1705077894,10946,10522
categorize,Category:PD-scan (PD-Japan),Wmr-bot,1705077892,0,0
edit,Q124257621,A. Wagner,1705077893,1229,1652
categorize,Category:Books from NDL digital collection,Wmr-bot,1705077892,0,0
edit,File:Museum Bahari Bintan 10.jpg,Lajmmoore,1705077893,927,957
categorize,Category:豫算超�?��?�豫算外支出事後承諾案調査書,Wmr-bot,1705077892,0,0
log,Benutzer:Suir Kumar,Codc,1705077894,0,0
edit,Península Ibérica,Breobot,1705077893,5491,5491
edit,Q113509130,Andre Engels,1705077894,3222,3318
edit,Q77745632,Emijrpbot,1705077894,38003,38999
edit,Talk:Nonmetal,YBG,1705077887,284253,284618
categorize,Categorie:Wikipedia:Wel afbeelding lokaal en geen op Wikidata,Hb-nl001,1705077892,0,0
log,Usuario:190.199.231.193,BlockBot-es,1705077894,0,0
edit,جون پور,UrduBot,1705077894,7502,7520
edit,File:CADAL01041080 紀錄彙編.djvu,SchlurcherBot,1705077894,1417,3826
edit,Q116321506,Dcirovicbot,1705077894,8529,8609
categorize,Kategori:Fødsler 7. oktober,Avilena,1705077888,0,0
categorize,Kategori:Artikler hvor bilde er hentet fra Wikidata – biografi,Avilena,1705077888,0,0
categorize,Kategori:Spirer 2024-01,Avilena,1705077888,0,0
edit,File:LL-Q8097 (tel)-V Bhavya-క�?షయి.wav,NikkiBot,1705077894,7309,7070
edit,File:Highbrook - geograph.org.uk - 6118446.jpg,GeographBot,1705077894,59,9358
edit,User talk:2600:1700:A940:80F0:D8B4:13E2:886A:8CCF,VulpesBot,1705077894,722,19
categorize,Kategori:Små spirer,Avilena,1705077888,0,0
edit,Q93430434,KrBot,1705077894,11129,11126
categorize,Kategori:Sider med kildemaler som mangler arkivdato,Avilena,1705077888,0,0
log,User:Wongyuksing,Wongyuksing,1705077894,0,0
categorize,Kategori:CS1-vedlikehold: Uheldig URL,Avilena,1705077888,0,0
edit,Q77646551,Emijrpbot,1705077894,27038,29002
edit,User talk:Nemov,Gerda Arendt,1705077894,873,1173
categorize,Kategori:Artikler med bilde forskjellig fra Wikidata,Avilena,1705077888,0,0
edit,Q3596809,LiMrBot,1705077894,46994,49243
categorize,Kategori:Spirer 2023-11,Avilena,1705077888,0,0
categorize,Kategori:Normale spirer,Avilena,1705077888,0,0
edit,Q109372054,Dcirovicbot,1705077894,13944,14050
edit,Голубой щенок,92.101.171.20,1705077894,20992,20995
edit,Q64841315,Danil Satria,1705077894,8568,9645
edit,Q7382701,Twofivesixbot,1705077895,18051,17627
categorize,Category:Noindexed pages,Cewbot,1705077893,0,0
categorize,분류:�?��?��?� 황�?,Kirschtaria,1705077891,0,0
categorize,분류:�?��?��?� 황녀,Kirschtaria,1705077891,0,0
edit,Talk:Musiliu Smith,Iljhgtn,1705077894,1344,1360
edit,Sean Bergenheim,Losipov,1705077895,17305,17326
edit,Alex Clare,143.117.196.238,1705077894,38211,38571
edit,Braids (album),Helen Puffer Thwait,1705077894,7246,7269
edit,Q51258083,Dcirovicbot,1705077895,14700,14796
log,Usuario:41.219.22.68,BlockBot-es,1705077895,0,0
edit,Talk:Genetic studies on Gujarati people,PrimeBOT,1705077894,5262,5277
edit,Q93430605,KrBot,1705077895,45989,45986
edit,Edy Pratowo,Edowidivirgian,1705077894,5040,5175
edit,File:CADAL01041081 紀錄彙編.djvu,SchlurcherBot,1705077895,1417,3826
edit,Q77658256,Emijrpbot,1705077895,26267,27263
categorize,Category:Books with missing cover,MarcGarver,1705077892,0,0
edit,Lockheed Martin F-35 Lightning II,Fnlayson,1705077895,261414,261414
edit,Q114012558,MrKeefeJohn,1705077895,2261,2684
edit,Q93430605,KrBot,1705077895,45986,45983
edit,Q7382702,Twofivesixbot,1705077896,11816,11392
categorize,Category:Models of boats,Lajmmoore,1705077893,0,0
edit,Q55037508,Cewbot,1705077896,21047,21378
edit,South Carolina's 4th congressional district,DiscoA340,1705077896,46842,46835
edit,Wikipedia:Sletting/Kategori:Skuespillere i Asylet,BjørnN,1705077896,5335,6066
log,Usuario:154.247.237.140,BlockBot-es,1705077896,0,0
edit,Q93430605,KrBot,1705077896,45983,45980
edit,Q77748474,Emijrpbot,1705077896,19329,20325
edit,Q55037508,Cewbot,1705077896,21378,21655
edit,File:CADAL01041082 紀錄彙編.djvu,SchlurcherBot,1705077896,1417,3826
edit,Q3596809,LiMrBot,1705077896,49243,51492
edit,Q69370438,Moosebird,1705077896,16825,17894
edit,Q55037508,Cewbot,1705077896,21655,23073
categorize,Kategori:Alumni Universitas Islam Kalimantan Muhammad Arsyad Al Banjari,Edowidivirgian,1705077894,0,0
edit,Q77649469,Emijrpbot,1705077896,21182,23146
edit,Håkon Arnestad Bjærke,Kitayama,1705077896,2109,2109
edit,Französische Formel-4-Meisterschaft 2023,Lukas Raich,1705077896,16541,40229
edit,Q93430605,KrBot,1705077897,45980,45977
edit,Buraq,InternetArchiveBot,1705077896,7806,7865
categorize,Category:Unassessed Asia articles,PrimeBOT,1705077894,0,0
categorize,Category:Wikipedia articles that use Nigerian English,Iljhgtn,1705077894,0,0
categorize,Category:Unknown-importance Asia articles,PrimeBOT,1705077894,0,0
edit,Above New York,Marcocapelle,1705077897,225,211
new,Foydalanuvchi munozarasi:Azamat Khaydaraliyev,ProgrammerBot,1705077897,0,137
categorize,Category:WikiProject Asia articles,PrimeBOT,1705077894,0,0
edit,Q7382705,Twofivesixbot,1705077897,18152,17728
edit,Q124257619,Diane bora,1705077897,1167,1600
log,Usuario:197.204.28.21,BlockBot-es,1705077897,0,0
edit,Q55037508,Cewbot,1705077897,23073,23500
log,September 2,94.195.100.89,1705077897,0,0
edit,Q55037508,Cewbot,1705077897,23500,24918
edit,Чёрный цвет,Sigwald,1705077896,42827,42884
edit,September 2,94.195.100.89,1705077897,52553,52611
edit,Q109372054,Dcirovicbot,1705077897,14050,14155
edit,大槻�?��?��??,89.109.48.8,1705077896,258457,258527
